Type d'équipement ;Is Loading Bay Item ;Zone spécifique du quai de chargement ;Nom ;Numéro d'asset ;Fabricant ;Modèle ;Nom de la salle ;Nom de baie ;Slot U ;Nom du châssis ;Module Slot ;Type ;Autre type ;SHORT_NAME ;SERIAL NUMBER ;End_Move_Target ;ASSET_TAG ;ASSET_ID ;Equipement approximé ;Type de puissance ;Puissance nominale (kW);Puissance typique (kW);Puissance spécifiée par l'utilisateur (kW);Facteur de charge (%);Puissance en entrée (kW);Type de phase ;Statut de l'équipement ;Nombre de cordons ;Nombre de cordons connectés ;Nombre de cordons actifs ;Nombre de cordons requis ;Onduleurs (UPS) ;Cordon électrique 1 PDU ;Cordon électrique 1 Prise de courant ;Cordon électrique 1 Socket Circuit ;Cordon électrique 2 PDU ;Cordon électrique 2 Prise de courant ;Cordon électrique 1 Alimentation électrique ;Cordon électrique 1 Type de prise ;Cordon électrique 3 PDU ;Cordon électrique 3 Prise de courant ;Cordon électrique 2 Socket Circuit ;Cordon électrique 1 Disjoncteur ;Cordon électrique 1 Socket Phase ;Cordon électrique 4 PDU ;Cordon électrique 4 Prise de courant ;Cordon électrique 2 Type de prise ;Cordon électrique 2 Alimentation électrique ;Cordon électrique 2 Disjoncteur ;Cordon électrique 2 Socket Phase ;Etat d'installation ;Date d'installation (dd/mm/yyyy);Cordon électrique 3 Alimentation électrique ;Cordon électrique 3 Disjoncteur ;Date de décommissionnement (dd/mm/yyyy);Repérage ID ;Cordon électrique 4 Alimentation électrique ;Cordon électrique 4 Disjoncteur ;Montage ;Sens de montage ;Style de montage ;LONG_NAME ;Lames installées ;Allée ;Cage ;Zone ;Hauteur (U);Largeur (m);Profondeur (m);Poids (kg);Synchronisé avec Gateway ;ID Système externe ;ID Système Asset ;ID Système Baie ;ID Système Châssis 
Equipements IT;;;GOGOL5;AF207318;Dabox;1200;P4;T06;37;;;Serveurs;;GOGOL5;6650F52;0;AF207318;M-0000716892;0;Puissance nominale et facteur;0.383;;;35;0.134;Monophasé;On;1;1;1;1;Single Source;Q181A;Non défini;;;;TDI_P4A;;;;;Q181A (16 A);;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;T06:Slot 37;;;Avant;Pas de rotation;Monté(s) en baie;GOGOL5;;5T;;;1;0.434;0.394;8.058;;0;317137-75945;400164-120783;
Equipements IT;;;DOLOMEDE5;AF207320;Dabox;1200;P4;T06;38;;;Serveurs;;DOLOMEDE5;78TKQ52;0;AF207320;M-0000716894;0;Puissance nominale et facteur;0.383;;;35;0.134;Monophasé;On;1;1;1;1;Single Source;Q181A;Non défini;;;;TDI_P4A;;;;;Q181A (16 A);;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;T06:Slot 38;;;Avant;Pas de rotation;Monté(s) en baie;DOLOMEDE5;;5T;;;1;0.434;0.394;8.058;;0;242522-75855;400164-120783;
Equipements IT;;;BL651;AF046248;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;T07;1;;;Serveurs;;BL651;GB8003FPD9;0;AF046248;M-0000297169;0;Spécifié par l'utilisateur;;;1.91;40.447;1.91;Monophasé;On;6;6;6;4;Multiple Source;Q71A;Non défini;;Q71C;Non défini;TDI_P4A;;Q71A;Non défini;;Q71A (16 A);;;;;TDI_P4C;Q71C (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q71A (16 A);;T07:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;BL651;;5T;;;10;0.445;0.74;204;;0;400164-120946;400164-120943;
Equipements IT;;;CH015;AF045592;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;T07;13;;;Serveurs;;CH015;CZ3226MRXX;0;AF045592;M-0000428827;0;Spécifié par l'utilisateur;;;3.6;41.812;3.6;Monophasé;On;6;6;6;4;Multiple Source;Q104A;Non défini;;Q104A;Non défini;TDI_P4A;;Q104A;Non défini;;Q104A (32 A);;;;;TDI_P4A;Q104A (32 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q104A (32 A);;T07:Slot 13;;;Avant;Pas de rotation;Monté(s) en baie;CH015;;5T;;;10;0.445;0.74;204;;0;400164-120964;400164-120943;
Equipements IT;;;BL621;AF046088;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;T08;1;;;Serveurs;;BL621;GB8952D8MK;0;AF046088;M-0000293272;0;Spécifié par l'utilisateur;;;3.15;40.447;3.15;Monophasé;On;6;6;6;4;Multiple Source;Q280C;Non défini;;Q280C;Non défini;TDI_P4C;;Q280C;Non défini;;Q280C (16 A);;;;;TDI_P4C;Q280C (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4C;Q280C (16 A);;T08:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;BL621;;5T;;;10;0.445;0.813;204;;0;400164-121114;400164-121111;
Equipements IT;;;SUM508;2886881;Sun;SPARC Enterprise M5000;P4;T09;4;;;Serveurs;;SUM50802;NA;0;2886883;M-0000262632;0;Puissance nominale et facteur;3.738;;;35;1.308;Monophasé;On;4;4;4;4;Multiple Source;Q371C;Non défini;;Q371A;Non défini;TDI_P4C;;Q371C;Non défini;;Q371C (16 A);;;;;TDI_P4A;Q371A (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4C;Q371C (16 A);;T09:Slot 04;;;Avant;Pas de rotation;Monté(s) en baie;SUM508;;5T;;;10;0.444;0.81;125;;0;400165-121280;400165-121271;
Equipements IT;;;CH084;AF207376;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;T10;3;;;Serveurs;;CH084;CZ25440HSN;0;AF207376;M-0000739009;0;Spécifié par l'utilisateur;;;0;40.447;0;Monophasé;On;6;6;6;4;Multiple Source;Q413A;Non défini;;Q413A;Non défini;TDI_P4A;;Q413A;Non défini;;Q413A (16 A);;;;;TDI_P4A;Q413A (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q413A (16 A);;T10:Slot 03;;;Avant;Pas de rotation;Monté(s) en baie;CH084;;5T;;;10;0.445;0.813;204;;0;212907-75363;400165-121430;
Equipements IT;;;CQ596;2886332;Hp;Proliant DL380 G5;P4;T10;36;;;Serveurs;;CQ596ADS;CZC7144VSW;0;2886332;M-0000234712;0;Puissance nominale et facteur;1.216;;;35;0.426;Monophasé;On;2;2;1;1;Single Source;Q413A;Non défini;;Q413C;Non défini;TDI_P4A;;;;;Q413A (16 A);;;;;TDI_P4C;Q413C (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;T10:Slot 36;;;Avant;Pas de rotation;Monté(s) en baie;CQ596;;5T;;;2;0.445;0.661;27.22;;0;400165-121501;400165-121430;
Equipements IT;;;N05:Slot 15;;Pas de nom constructeur;OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);P4;N05;15;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.126;;;0;0;Monophasé;On;2;2;2;1;Multiple Source;Q367A;Non défini;;Q367B;Non défini;TDI_P4A;;;;;Q367A (16 A);;;;;TDI_P4B;Q367B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;N05:Slot 15;;;Avant;Pas de rotation;Monté(s) en baie;;;5N;;;1;0.44;0.337;5.43;;0;177840-87200;400166-121595;
Equipements IT;;;N05:Slot 17;;Pas de nom constructeur;OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);P4;N05;17;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.126;;;0;0;Monophasé;On;2;2;2;1;Multiple Source;Q367A;Non défini;;Q367B;Non défini;TDI_P4A;;;;;Q367A (16 A);;;;;TDI_P4B;Q367B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;N05:Slot 17;;;Avant;Pas de rotation;Monté(s) en baie;;;5N;;;1;0.44;0.337;5.43;;0;286206-77157;400166-121595;
Equipements IT;;;N05:Slot 18;;Pas de nom constructeur;OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);P4;N05;18;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.126;;;0;0;Monophasé;On;2;2;2;1;Multiple Source;Q367A;Non défini;;Q367B;Non défini;TDI_P4A;;;;;Q367A (16 A);;;;;TDI_P4B;Q367B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;N05:Slot 18;;;Avant;Pas de rotation;Monté(s) en baie;;;5N;;;1;0.44;0.337;5.43;;0;279515-77138;400166-121595;
Equipements IT;;;N05:Slot 20;;Pas de nom constructeur;OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);P4;N05;20;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.126;;;0;0;Monophasé;On;2;2;2;1;Multiple Source;Q367A;Non défini;;Q367B;Non défini;TDI_P4A;;;;;Q367A (16 A);;;;;TDI_P4B;Q367B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;N05:Slot 20;;;Avant;Pas de rotation;Monté(s) en baie;;;5N;;;1;0.44;0.337;5.43;;0;292322-77176;400166-121595;
Equipements IT;;;N05:Slot 21;;Pas de nom constructeur;OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);P4;N05;21;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.126;;;0;0;Monophasé;On;2;2;2;1;Multiple Source;Q367A;Non défini;;Q367B;Non défini;TDI_P4A;;;;;Q367A (16 A);;;;;TDI_P4B;Q367B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;N05:Slot 21;;;Avant;Pas de rotation;Monté(s) en baie;;;5N;;;1;0.44;0.337;5.43;;0;297024-77195;400166-121595;
Equipements IT;;;N05:Slot 23;;Pas de nom constructeur;OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);P4;N05;23;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.126;;;0;0;Monophasé;On;2;2;2;1;Multiple Source;Q367A;Non défini;;Q367B;Non défini;TDI_P4A;;;;;Q367A (16 A);;;;;TDI_P4B;Q367B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;N05:Slot 23;;;Avant;Pas de rotation;Monté(s) en baie;;;5N;;;1;0.44;0.337;5.43;;0;264091-77117;400166-121595;
Equipements IT;;;N05:Slot 25;;Pas de nom constructeur;OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);P4;N05;25;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.126;;;0;0;Monophasé;On;2;2;2;1;Multiple Source;Q367A;Non défini;;Q367B;Non défini;TDI_P4A;;;;;Q367A (16 A);;;;;TDI_P4B;Q367B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;N05:Slot 25;;;Avant;Pas de rotation;Monté(s) en baie;;;5N;;;1;0.44;0.337;5.43;;0;309205-77216;400166-121595;
Equipements IT;;;N05:Slot 27;;Pas de nom constructeur;OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);P4;N05;27;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.126;;;0;0;Monophasé;On;2;2;2;1;Multiple Source;Q367A;Non défini;;Q367B;Non défini;TDI_P4A;;;;;Q367A (16 A);;;;;TDI_P4B;Q367B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;N05:Slot 27;;;Avant;Pas de rotation;Monté(s) en baie;;;5N;;;1;0.44;0.337;5.43;;0;315309-77235;400166-121595;
Equipements IT;;;N05:Slot 29;;Pas de nom constructeur;OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);P4;N05;29;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.126;;;0;0;Monophasé;On;2;2;2;1;Multiple Source;Q367A;Non défini;;Q367B;Non défini;TDI_P4A;;;;;Q367A (16 A);;;;;TDI_P4B;Q367B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;N05:Slot 29;;;Avant;Pas de rotation;Monté(s) en baie;;;5N;;;1;0.44;0.337;5.43;;0;322879-77254;400166-121595;
Equipements IT;;;N05:Slot 31;;Pas de nom constructeur;OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);P4;N05;31;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.126;;;0;0;Monophasé;On;2;2;2;1;Multiple Source;Q367A;Non défini;;Q367B;Non défini;TDI_P4A;;;;;Q367A (16 A);;;;;TDI_P4B;Q367B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;N05:Slot 31;;;Avant;Pas de rotation;Monté(s) en baie;;;5N;;;1;0.44;0.337;5.43;;0;400166-121672;400166-121595;
Equipements IT;;;N05:Slot 33;;Pas de nom constructeur;OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);P4;N05;33;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.126;;;0;0;Monophasé;On;2;2;2;1;Multiple Source;Q367A;Non défini;;Q367B;Non défini;TDI_P4A;;;;;Q367A (16 A);;;;;TDI_P4B;Q367B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;N05:Slot 33;;;Avant;Pas de rotation;Monté(s) en baie;;;5N;;;1;0.44;0.337;5.43;;0;400166-121678;400166-121595;
Equipements IT;;;N05:Slot 35;;Pas de nom constructeur;OmniSwitch 6400-48 Gigabit Stackable Ethernet Switch (OS6400-48);P4;N05;35;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.126;;;0;0;Monophasé;On;2;2;2;1;Multiple Source;Q367A;Non défini;;Q367B;Non défini;TDI_P4A;;;;;Q367A (16 A);;;;;TDI_P4B;Q367B (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;N05:Slot 35;;;Avant;Pas de rotation;Monté(s) en baie;;;5N;;;1;0.44;0.337;5.43;;0;400166-121684;400166-121595;
Equipements IT;;;CQ704;AF045641;HP;Proliant DL380 G7;P4;N05;37;;;Serveurs;;CQ704TOS;CZ223103X6;0;AF045641;M-0000531331;0;Puissance nominale et facteur;1.348;;;15;0.202;Monophasé;On;2;2;1;1;Single Source;Q372C;Non défini;;Q372A;Non défini;TDI_P4C;;;;;Q372C (16 A);;;;;TDI_P4A;Q372A (16 A);;Installé;2018-04-19T00:00:00.000Z;;;;N05:Slot 37;;;Avant;Pas de rotation;Monté(s) en baie;CQ704;;5N;;;2;0.445;0.743;27.27;;0;400166-121690;400166-121595;
Equipements IT;;;BL731;AF046717;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;N06;11;;;Serveurs;;BL731;CZ31037WVC;0;AF046717;M-0000329735;0;Spécifié par l'utilisateur;;;3.6;41.812;3.6;Monophasé;On;6;6;6;4;Multiple Source;Q368B;Non défini;;Q368A;Non défini;TDI_P4B;;Q368A;Non défini;;Q368B (16 A);;;;;TDI_P4A;Q368A (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q368A (16 A);;N06:Slot 11;;;Avant;Pas de rotation;Monté(s) en baie;BL731;;5N;;;10;0.445;0.813;204;;0;400166-121809;400166-121792;
Equipements IT;;;SWC2P425_FEX111;;Cisco;Nexus 2248TP GE Fabric Extender (Port Side Airflow Intake);P4;N06;37;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.118;;;79.9;0.094;Monophasé;On;2;2;1;1;Single Source;Q368A;Non défini;;Q368B;Non défini;TDI_P4A;;;;;Q368A (16 A);;;;;TDI_P4B;Q368B (16 A);;Installé;2019-04-10T00:00:00.000Z;;;;N06:Slot 37;;;Arrière;Pas de rotation;Monté(s) en baie;SWC2P425_FEX111;;5N;;;1;0.439;0.45;8;;0;329287-160383;400166-121792;
Equipements IT;;;SWC2P424_FEX111;;Cisco;Nexus 2248TP GE Fabric Extender (Port Side Airflow Intake);P4;N06;38;;;Switchs (Commutateurs);;0;FOX2214P4HD;0;0;0;0;Puissance nominale et facteur;0.118;;;79.9;0.094;Monophasé;On;2;2;1;1;Single Source;Q368A;Non défini;;Q368B;Non défini;TDI_P4A;;;;;Q368A (16 A);;;;;TDI_P4B;Q368B (16 A);;Installé;2019-04-10T00:00:00.000Z;;;;N06:Slot 38;;;Arrière;Pas de rotation;Monté(s) en baie;SWC2P424_FEX111;;5N;;;1;0.439;0.45;8;;0;251901-161308;400166-121792;
Equipements IT;;;CTX15-C3B;;EMC;Connectrix ED-DCX8510-4B (Fully Populated);P4;N07;2;;;Serveurs;;CTX15-C3B;BRCANN1941F012;0;AF046698;M-0000329642;0;Puissance nominale et facteur;2;;;59.75;1.195;Monophasé;On;2;2;2;1;Multiple Source;Q370A;Non défini;;Q370B;Non défini;TDI_P4A;;;;;Q370A (16 A);;;;;TDI_P4B;Q370B (16 A);;Installé;2021-03-18T00:00:00.000Z;;;;N07:Slot 02;;;Avant;Pas de rotation;Monté(s) en baie;CTX15-C3B;;5N;;;8;0.437;0.732;68.04;;0;184292-158425;400166-121969;
Equipements IT;;;BL761;AF046795;HP;BladeSystem c7000 Enclosure (Fully Loaded);P4;N07;11;;;Serveurs;;BL761;CZ3117DV80;0;AF046795;M-0000335863;0;Spécifié par l'utilisateur;;;2.95;41.812;2.95;Monophasé;On;6;6;6;4;Multiple Source;Q370A;Non défini;;Q370A;Non défini;TDI_P4A;;Q370A;Non défini;;Q370A (16 A);;;;;TDI_P4A;Q370A (16 A);;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Q370A (16 A);;N07:Slot 11;;;Avant;Pas de rotation;Monté(s) en baie;BL761;;5N;;;10;0.445;0.813;204;;0;400166-121985;400166-121969;
Equipements IT;;;SWC2P425_FEX101;;Cisco ;Nexus 2348UPQ Fabric Extender (Port Side Airflow Intake);P4;N07;37;;;Switchs (Commutateurs);;0;FOC2234R22H;0;0;0;0;Puissance nominale et facteur;0.2;;;62.5;0.125;Monophasé;On;2;2;2;1;Multiple Source;Q370A;Non défini;;Q370B;Non défini;TDI_P4A;;;;;Q370A (16 A);;;;;TDI_P4B;Q370B (16 A);;Installé;2019-04-11T00:00:00.000Z;;;;N07:Slot 37;;;Arrière;Pas de rotation;Monté(s) en baie;SWC2P425_FEX101;;5N;;;1;0.439;0.357;7.3;;0;159265-160206;400166-121969;
Equipements IT;;;SWC2P424_FEX101;;Cisco ;Nexus 2348UPQ Fabric Extender (Port Side Airflow Intake);P4;N07;38;;;Switchs (Commutateurs);;0;FOC2234R223;0;0;0;0;Puissance nominale et facteur;0.2;;;62.5;0.125;Monophasé;On;2;2;2;1;Multiple Source;Q370A;Non défini;;Q370B;Non défini;TDI_P4A;;;;;Q370A (16 A);;;;;TDI_P4B;Q370B (16 A);;Installé;2019-04-11T00:00:00.000Z;;;;N07:Slot 38;;;Arrière;Pas de rotation;Monté(s) en baie;SWC2P424_FEX101;;5N;;;1;0.439;0.357;7.3;;0;111601-159479;400166-121969;
Equipements IT;;;CH102;AF208699;HP;C Class Blade Chassis;P4;N08;1;;;Serveurs;;CH102;CZ264802FG;0;AF208699;M-0000767672;0;Spécifié par l'utilisateur;;;2.72;37.018;2.72;3 Phase;On;6;6;6;6;Multiple Source;Q403A;Prise 1;;Q403A;Prise 4;TDI_P4A;;Q403A;Prise 3;;Non défini;;;;;TDI_P4A;Non défini;;Installé;2018-04-19T00:00:00.000Z;TDI_P4A;Non défini;;N08:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;CH102;;5N;;;10;0.446;0.74;204;;0;102138-154985;400167-122134;
Equipements IT;;;A-GAUFRE-4;;HP;Proliant DL380 G9 (1400W SFF);P4;N08;19;;;Serveurs;;0;0;0;0;M-0000281759;0;Puissance nominale et facteur;1.4;;;50;0.7;Monophasé;On;2;2;2;1;Multiple Source;Q403A;Prise 10;;Q403B;Prise 15;TDI_P4A;;;;;Non défini;;;;;TDI_P4B;Q403B (16 A);;Installé;2021-07-06T00:00:00.000Z;;;;N08:Slot 19;;;Avant;Pas de rotation;Monté(s) en baie;A-GAUFRE-4;;5N;;;2;0.445;0.679;14.759;;0;184138-159407;400167-122134;
Equipements IT;;;FRAHOST04;;HP;Proliant DL380 G9 (1400W SFF);P4;N08;21;;;Serveurs;;0;0;0;0;M-0000281757;0;Puissance nominale et facteur;1.4;;;50;0.7;Monophasé;On;2;2;2;1;Multiple Source;Q403A;Prise 15;;Q403B;Prise 9;TDI_P4A;;;;;Non défini;;;;;TDI_P4B;Q403B (16 A);;Installé;2021-07-06T00:00:00.000Z;;;;N08:Slot 21;;;Avant;Pas de rotation;Monté(s) en baie;FRAHOST04;;5N;;;2;0.445;0.679;14.759;;0;160674-159164;400167-122134;
Equipements IT;;;FRVDI002;;HP;Proliant DL380 G9 (1400W SFF);P4;N08;23;;;Serveurs;;0;0;0;0;M-0000265335;0;Puissance nominale et facteur;1.4;;;50;0.7;Monophasé;On;2;2;2;1;Multiple Source;Q403A;Prise 9;;Q403B;Prise 14;TDI_P4A;;;;;Non défini;;;;;TDI_P4B;Q403B (16 A);;Installé;2021-07-06T00:00:00.000Z;;;;N08:Slot 23;;;Avant;Pas de rotation;Monté(s) en baie;FRVDI002;;5N;;;2;0.445;0.679;14.759;;0;142017-158881;400167-122134;
Equipements IT;;;FRHOST021;;HP;Proliant DL380 G9 (1400W SFF);P4;N08;25;;;Serveurs;;0;0;0;0;M-0000265336;0;Puissance nominale et facteur;1.4;;;50;0.7;Monophasé;On;2;2;2;1;Multiple Source;Q403A;Prise 14;;Q403B;Prise 8;TDI_P4A;;;;;Non défini;;;;;TDI_P4B;Q403B (16 A);;Installé;2021-07-06T00:00:00.000Z;;;;N08:Slot 25;;;Avant;Pas de rotation;Monté(s) en baie;FRHOST021;;5N;;;2;0.445;0.679;14.759;;0;112592-158638;400167-122134;
Equipements IT;;;FRHOST019;;HP;Proliant DL380 G9 (1400W SFF);P4;N08;27;;;Serveurs;;0;0;0;0;M-0000265337;0;Puissance nominale et facteur;1.4;;;50;0.7;Monophasé;On;2;2;2;1;Multiple Source;Q403A;Prise 8;;Q403B;Prise 13;TDI_P4A;;;;;Non défini;;;;;TDI_P4B;Q403B (16 A);;Installé;2021-07-06T00:00:00.000Z;;;;N08:Slot 27;;;Avant;Pas de rotation;Monté(s) en baie;FRHOST019;;5N;;;2;0.445;0.679;14.759;;0;83526-158395;400167-122134;
Equipements IT;;;KUBRIK16;;Bee Ware;DA-BOX 4000;P4;N08;29;;;Serveurs;;0;0;0;0;M-0000265339;0;Puissance nominale et facteur;1.202;;;50;0.601;Monophasé;On;2;2;2;2;Multiple Source;Q403A;Prise 2;;Q403B;Prise 7;TDI_P4A;;;;;Non défini;;;;;TDI_P4B;Q403B (16 A);;Installé;2021-02-09T00:00:00.000Z;;;;N08:Slot 29;;;Avant;Pas de rotation;Monté(s) en baie;KUBRIK16;;5N;;;1;0.434;0.731;19.8;;0;210782-157469;400167-122134;
Equipements IT;;;TSION16;;Bee Ware;DA-BOX 4000;P4;N08;30;;;Serveurs;;TSION16;53M7L83;0;RN002507;M-0000986708;0;Puissance nominale et facteur;1.202;;;50;0.601;Monophasé;On;2;2;2;2;Multiple Source;Q403A;Prise 13;;Q403B;Prise 1;TDI_P4A;;;;;Non défini;;;;;TDI_P4B;Q403B (16 A);;Installé;2021-02-09T00:00:00.000Z;;;;N08:Slot 30;;;Avant;Pas de rotation;Monté(s) en baie;TSION16;;5N;;;1;0.434;0.731;19.8;;0;189956-157186;400167-122134;
Equipements IT;;;GOGOL7;;Bee Ware;DA-BOX 1000;P4;N08;31;;;Serveurs;;GOGOL7;3JWVD53;0;RN002505;M-0000986579;0;Puissance nominale et facteur;0.305;;;50;0.152;Monophasé;On;1;1;1;1;Single Source;Q403A;Prise 7;;;;TDI_P4A;;;;;Non défini;;;;;;;;Installé;2021-02-09T00:00:00.000Z;;;;N08:Slot 31;;;Avant;Pas de rotation;Monté(s) en baie;GOGOL7;;5N;;;1;0.431;0.394;8.056;;0;155109-156903;400167-122134;
Equipements IT;;;DOLOMEDE7;;Bee Ware;DA-BOX 1000;P4;N08;32;;;Serveurs;;DOLOMEDE7;2JWVD53;0;RN002503;M-0000986581;0;Puissance nominale et facteur;0.305;;;50;0.152;Monophasé;On;1;1;1;1;Single Source;Q403A;Prise 1;;;;TDI_P4A;;;;;Non défini;;;;;;;;Installé;2021-02-09T00:00:00.000Z;;;;N08:Slot 32;;;Avant;Pas de rotation;Monté(s) en baie;DOLOMEDE7;;5N;;;1;0.431;0.394;8.056;;0;94411-156620;400167-122134;
Equipements IT;;;PB404;RN002325;HPE;Proliant DL20 Gen10;P4;N08;33;;;Serveurs;;PB404;CZ20260J2Q;0;RN002325;M-0000948658;0;Puissance nominale et facteur;0.29;;;50;0.145;Monophasé;On;1;1;1;1;Single Source;Q403A;Non défini;;;;TDI_P4A;;;;;Non défini;;;;;;;;Installé;2019-10-22T00:00:00.000Z;;;;N08:Slot 33;;;Avant;Pas de rotation;Monté(s) en baie;PB404;;5N;;;1;0.435;0.382;8.7;;0;212993-154430;400167-122134;
Equipements IT;;;PB407;RN002326;HPE;Proliant DL20 Gen10;P4;N08;34;;;Serveurs;;PB407;CZ20260J2W;0;RN002326;M-0000949452;0;Puissance nominale et facteur;0.29;;;50;0.145;Monophasé;On;1;1;1;1;Single Source;Q403B;Non défini;;;;TDI_P4B;;;;;Q403B (16 A);;;;;;;;Installé;2019-10-22T00:00:00.000Z;;;;N08:Slot 34;;;Avant;Pas de rotation;Monté(s) en baie;PB407;;5N;;;1;0.435;0.382;8.7;;0;261021-154486;400167-122134;
Equipements IT;;;PB408;RN002327;HPE;Proliant DL20 Gen10;P4;N08;35;;;Serveurs;;PB408;CZ20190LYQ;0;RN002327;M-0000948650;0;Puissance nominale et facteur;0.29;;;50;0.145;Monophasé;On;1;1;1;1;Single Source;Q403A;Non défini;;;;TDI_P4A;;;;;Non défini;;;;;;;;Installé;2019-10-22T00:00:00.000Z;;;;N08:Slot 35;;;Avant;Pas de rotation;Monté(s) en baie;PB408;;5N;;;1;0.435;0.382;8.7;;0;301735-154630;400167-122134;
Equipements IT;;;PB377;RN001814;HP;Proliant DL360 G10;P4;N08;36;;;Serveurs;;PB377;CZJ92605P4;0;RN001814;M-0000913180;0;Puissance nominale et facteur;0.94;;;50;0.47;Monophasé;On;2;2;2;1;Multiple Source;Q403A;Non défini;;Q403B;Non défini;TDI_P4A;;;;;Non défini;;;;;TDI_P4B;Q403B (16 A);;Installé;2018-03-06T00:00:00.000Z;;;;N08:Slot 36;;;Avant;Pas de rotation;Monté(s) en baie;PB377;;5N;;;1;0.435;0.698;15.31;;0;489582-118579;400167-122134;
Equipements IT;;;RRGBIZZ01;AF045155;Juniper Networks;DX 3250;P4;N08;38;;;Serveurs;;RRGBIZZ01;2,40E+14;0;AF045155;M-0000351918;0;Puissance nominale et facteur;0.26;;;15;0.039;Monophasé;On;1;0;1;1;Non défini;Non-connecté;Non défini;;;;;;;;;;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;N08:Slot 38;;;Avant;Pas de rotation;Monté(s) en baie;RRGBIZZ01;;5N;;;1;0.435;0.381;5.67;;0;400167-122211;400167-122134;
Equipements IT;;;NR4VLB-03;RN002455;NetApp;DS212c;P4;N09;11;;;Serveurs;;0;0;0;0;M-0000963528;0;Puissance nominale et facteur;0.913;;;50;0.457;Monophasé;On;2;2;2;1;Multiple Source;Q192A;Non défini;;Q192B;Non défini;TDI_P4A;;;;;Q192A (16 A);;;;;TDI_P4B;Q192B (16 A);;Installé;2019-12-23T00:00:00.000Z;;;;N09:Slot 11;;;Avant;Pas de rotation;Monté(s) en baie;NR4VLB-03;;5N;;;2;0.445;0.484;27.2;;0;488645-159006;400167-122351;
