Type d'équipement ;Is Loading Bay Item ;Zone spécifique du quai de chargement ;Nom ;Numéro d'asset ;Fabricant ;Modèle ;Nom de la salle ;Nom de baie ;Slot U ;Nom du châssis ;Module Slot ;Type ;Autre type ;SHORT_NAME ;SERIAL NUMBER ;End_Move_Target ;ASSET_TAG ;ASSET_ID ;Equipement approximé ;Type de puissance ;Puissance nominale (kW);Puissance typique (kW);Puissance spécifiée par l'utilisateur (kW);Facteur de charge (%);Puissance en entrée (kW);Type de phase ;Statut de l'équipement ;Nombre de cordons ;Nombre de cordons connectés ;Nombre de cordons actifs ;Nombre de cordons requis ;Onduleurs (UPS) ;Cordon électrique 1 PDU ;Cordon électrique 1 Prise de courant ;Cordon électrique 1 Socket Circuit ;Cordon électrique 2 PDU ;Cordon électrique 2 Prise de courant ;Cordon électrique 1 Alimentation électrique ;Cordon électrique 1 Type de prise ;Cordon électrique 3 PDU ;Cordon électrique 3 Prise de courant ;Cordon électrique 2 Socket Circuit ;Cordon électrique 1 Disjoncteur ;Cordon électrique 1 Socket Phase ;Cordon électrique 4 PDU ;Cordon électrique 4 Prise de courant ;Cordon électrique 2 Type de prise ;Cordon électrique 2 Alimentation électrique ;Cordon électrique 2 Disjoncteur ;Cordon électrique 2 Socket Phase ;Etat d'installation ;Date d'installation (dd/mm/yyyy);Cordon électrique 3 Alimentation électrique ;Cordon électrique 3 Disjoncteur ;Date de décommissionnement (dd/mm/yyyy);Repérage ID ;Cordon électrique 4 Alimentation électrique ;Cordon électrique 4 Disjoncteur ;Montage ;Sens de montage ;Style de montage ;LONG_NAME ;Lames installées ;Allée ;Cage ;Zone ;Hauteur (U);Largeur (m);Profondeur (m);Poids (kg);Synchronisé avec Gateway ;ID Système externe ;ID Système Asset ;ID Système Baie ;ID Système Châssis 
Equipements IT;;;F-NP844-1;;NetApp;DS14MK4;PC;K15;7;;;Stockage;;0;0;0;0;0;0;Puissance nominale et facteur;0;;;50;0;Monophasé;Off;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;K15:Slot 07;;;Avant;Pas de rotation;Monté(s) en baie;F-NP844-1;;;;;3;0.445;0.508;35;;0;798938-127998;798938-127973;
Equipements IT;;;F-NP844-1;;NetApp;DS14MK4;PC;K15;10;;;Stockage;;0;0;0;0;0;0;Puissance nominale et facteur;0;;;50;0;Monophasé;Off;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;K15:Slot 10;;;Avant;Pas de rotation;Monté(s) en baie;F-NP844-1;;;;;3;0.445;0.508;35;;0;798939-128005;798938-127973;
Equipements IT;;;F-NP844-1;;NetApp;DS14MK4;PC;K15;13;;;Stockage;;0;0;0;0;0;0;Puissance nominale et facteur;0;;;50;0;Monophasé;Off;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;K15:Slot 13;;;Avant;Pas de rotation;Monté(s) en baie;F-NP844-1;;;;;3;0.445;0.508;35;;0;798939-128012;798938-127973;
Equipements IT;;;F-NP844AOC;AF045306;NetApp;FAS 3270;PC;K15;16;;;Serveurs;;AT84401;FB6500N112170;0;AF208158;M-0000641888;0;Puissance nominale et facteur;0.547;;;74.61;0.408;Monophasé;On;2;2;2;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;K15:Slot 16;;;Avant;Pas de rotation;Monté(s) en baie;F-NP844AOC;;;;;3;0.445;0.61;36.287;;0;798939-128019;798938-127973;
Equipements IT;;;F-NP844-1;;NetApp;DS14MK4;PC;K15;19;;;Stockage;;0;0;0;0;0;0;Puissance nominale et facteur;0;;;50;0;Monophasé;Off;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;K15:Slot 19;;;Avant;Pas de rotation;Monté(s) en baie;F-NP844-1;;;;;3;0.445;0.508;35;;0;798939-128025;798938-127973;
Equipements IT;;;F-NP844-1;;NetApp;DS14MK4;PC;K15;22;;;Stockage;;0;0;0;0;0;0;Puissance nominale et facteur;0;;;50;0;Monophasé;Off;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;K15:Slot 22;;;Avant;Pas de rotation;Monté(s) en baie;F-NP844-1;;;;;3;0.445;0.508;35;;0;798939-128032;798938-127973;
Equipements IT;;;F-NP844-1;;NetApp;DS14MK4;PC;K15;25;;;Stockage;;0;0;0;0;0;0;Puissance nominale et facteur;0;;;50;0;Monophasé;Off;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;K15:Slot 25;;;Avant;Pas de rotation;Monté(s) en baie;F-NP844-1;;;;;3;0.445;0.508;35;;0;798939-128039;798938-127973;
Equipements IT;;;F-NP844-1;AF045304;NetApp;DS14MK4;PC;K15;28;;;Stockage;;0;0;0;0;0;0;Puissance nominale et facteur;0.426;;;50;0.213;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;K15:Slot 28;;;Avant;Pas de rotation;Monté(s) en baie;F-NP844-1;;;;;3;0.445;0.508;35;;0;798939-128046;798938-127973;
Equipements IT;;;F-NP844-22;AF045701;NetApp;DS14MK4;PC;K15;31;;;Stockage;;0;0;0;0;0;0;Puissance nominale et facteur;0.426;;;50;0.213;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;K15:Slot 31;;;Avant;Pas de rotation;Monté(s) en baie;F-NP844-22;;;;;3;0.445;0.508;35;;0;798939-128053;798938-127973;
Equipements IT;;;F-NP844-21;AF045700;NetApp;DS14MK4;PC;K15;34;;;Stockage;;0;0;0;0;0;0;Puissance nominale et facteur;0.426;;;50;0.213;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;K15:Slot 34;;;Avant;Pas de rotation;Monté(s) en baie;F-NP844-21;;;;;3;0.445;0.508;35;;0;798939-128060;798938-127973;
Equipements IT;;;BR844TOS04;AF045308;Brocade;300 Switchs (Commutateurs);PC;K15;40;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.057;;;84.2;0.048;Monophasé;On;1;1;1;1;Non défini;Supply A;Non défini;;;;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;K15:Slot 40;;;Arrière;180 Degree Rotation;Monté(s) en baie;BR844TOS04;;;;;1;0.428;0.307;4.2;;0;798939-128073;798938-127973;
Equipements IT;;;BR844TOS03;AF045307;Brocade;300 Switchs (Commutateurs);PC;K15;41;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.057;;;84.2;0.048;Monophasé;On;1;1;1;1;Non défini;Supply A;Non défini;;;;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;K15:Slot 41;;;Arrière;180 Degree Rotation;Monté(s) en baie;BR844TOS03;;;;;1;0.428;0.307;4.2;;0;798939-128078;798938-127973;
Equipements IT;;;SU831TOS;2656505;Sun;SunFire V210;PC;E15;11;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.411;;;50;0.206;Monophasé;On;1;1;1;1;Non défini;Supply A;Non défini;;;;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;E15:Slot 11;;;Avant;Pas de rotation;Monté(s) en baie;SU831TOS;;;;;1;0.425;0.635;12;;0;798939-128156;798939-128135;
Equipements IT;;;SU840TOS-SEQUOIA;2656504;Sun;SunFire V100;PC;E15;12;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.081;;;50;0.041;Monophasé;On;1;1;1;1;Non défini;Supply A;Non défini;;;;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;E15:Slot 12;;;Avant;Pas de rotation;Monté(s) en baie;SU840TOS-SEQUOIA;;;;;1;0.437;0.483;6;;0;798939-128160;798939-128135;
Equipements IT;;;F-IOUNYT-1;AF046770;NetApp;DS14 MK4  FC;PC;D20;1;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;D20:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;F-IOUNYT-1;;;;;3;0.44;0.5;35;;0;798939-128252;798939-128241;
Equipements IT;;;F-IOUNYT-2;AF046771;NetApp;DS14 MK4  FC;PC;D20;4;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;D20:Slot 04;;;Avant;Pas de rotation;Monté(s) en baie;F-IOUNYT-2;;;;;3;0.44;0.5;35;;0;798939-128259;798939-128241;
Equipements IT;;;F-IOUNYT-3;AF046772;NetApp;DS14 MK4  FC;PC;D20;7;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;D20:Slot 07;;;Avant;Pas de rotation;Monté(s) en baie;F-IOUNYT-3;;;;;3;0.44;0.5;35;;0;798939-128266;798939-128241;
Equipements IT;;;F-IOUNYT-4;AF046773;NetApp;DS14 MK4  FC;PC;D20;10;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;D20:Slot 10;;;Avant;Pas de rotation;Monté(s) en baie;F-IOUNYT-4;;;;;3;0.44;0.5;35;;0;798939-128273;798939-128241;
Equipements IT;;;F-IOUNYT-5;AF046774;NetApp;DS14 MK4  FC;PC;D20;13;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;D20:Slot 13;;;Avant;Pas de rotation;Monté(s) en baie;F-IOUNYT-5;;;;;3;0.44;0.5;35;;0;798939-128280;798939-128241;
Equipements IT;;;F-ATOUM/F-IOUNYT;AF046768-AF046769;NetApp;FAS 2040;PC;D20;16;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.329;;;50;0.165;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;D20:Slot 16;;;Avant;Pas de rotation;Monté(s) en baie;F-ATOUM/F-IOUNYT;;;;;2;0.449;0.61;34;;0;798939-128287;798939-128241;
Equipements IT;;;F-HORUS;AF046757;NetApp;FAS 3170;PC;D20;19;;;Serveurs;;F-HORUS-1;SHX936310203D07;0;AF045161;M-0000352680;0;Puissance nominale et facteur;0.384;;;50;0.192;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;D20:Slot 19;;;Avant;Pas de rotation;Monté(s) en baie;F-HORUS;;;;;6;0.445;0.675;34;;0;798939-128292;798939-128241;
Equipements IT;;;F-SOBEK-1;AF046759;NetApp;DS14 MK4  FC;PC;D20;25;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;D20:Slot 25;;;Avant;Pas de rotation;Monté(s) en baie;F-SOBEK-1;;;;;3;0.44;0.5;35;;0;798939-128302;798939-128241;
Equipements IT;;;F-SOBEK-2;AF046760;NetApp;DS14 MK4  FC;PC;D20;28;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;D20:Slot 28;;;Avant;Pas de rotation;Monté(s) en baie;F-SOBEK-2;;;;;3;0.44;0.5;35;;0;798939-128309;798939-128241;
Equipements IT;;;F-SOBEK-3;AF046761;NetApp;DS14 MK4  FC;PC;D20;31;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;D20:Slot 31;;;Avant;Pas de rotation;Monté(s) en baie;F-SOBEK-3;;;;;3;0.44;0.5;35;;0;798939-128316;798939-128241;
Equipements IT;;;F-SOBEK-4;AF046762;NetApp;DS14 MK4  FC;PC;D20;34;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;D20:Slot 34;;;Avant;Pas de rotation;Monté(s) en baie;F-SOBEK-4;;;;;3;0.44;0.5;35;;0;798939-128323;798939-128241;
Equipements IT;;;F-SOBEK-5;AF046763;NetApp;DS14 MK4  FC;PC;D20;37;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;D20:Slot 37;;;Avant;Pas de rotation;Monté(s) en baie;F-SOBEK-5;;;;;3;0.44;0.5;35;;0;798939-128330;798939-128241;
Equipements IT;;;F-SOBEK-6;AF046764;NetApp;DS14 MK4  FC;PC;D20;40;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;D20:Slot 40;;;Avant;Pas de rotation;Monté(s) en baie;F-SOBEK-6;;;;;3;0.44;0.5;35;;0;798939-128337;798939-128241;
Equipements IT;;;F-SOBEK-7;AF046765;NetApp;DS14 MK4  FC;PC;C20;1;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;C20:Slot 01;;;Avant;Pas de rotation;Monté(s) en baie;F-SOBEK-7;;;;;3;0.44;0.5;35;;0;798939-128407;798939-128396;
Equipements IT;;;MONTOU;AF046756;NetApp;DS14 MK2 FC;PC;C20;16;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;C20:Slot 16;;;Avant;Pas de rotation;Monté(s) en baie;MONTOU;;;;;3;0.44;0.5;35;;0;798939-128441;798939-128396;
Equipements IT;;;F-RENOUTET;AF046750;NetApp;FAS 3170;PC;C20;21;;;Serveurs;;F-RENOUTET-4;SHX93631003BD3A;0;AF046754;M-0000335856;0;Puissance nominale et facteur;0.384;;;50;0.192;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;C20:Slot 21;;;Avant;Pas de rotation;Monté(s) en baie;F-RENOUTET;;;;;6;0.445;0.675;34;;0;798939-128453;798939-128396;
Equipements IT;;;F-RENOUTET-1;AF046751;NetApp;DS14 MK4  FC;PC;C20;27;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;C20:Slot 27;;;Avant;Pas de rotation;Monté(s) en baie;F-RENOUTET-1;;;;;3;0.44;0.5;35;;0;798939-128462;798939-128396;
Equipements IT;;;F-RENOUTET-2;AF046752;NetApp;DS14 MK4  FC;PC;C20;30;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;C20:Slot 30;;;Avant;Pas de rotation;Monté(s) en baie;F-RENOUTET-2;;;;;3;0.44;0.5;35;;0;798939-128469;798939-128396;
Equipements IT;;;F-RENOUTET-3;AF046753;NetApp;DS14 MK4  FC;PC;C20;33;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;C20:Slot 33;;;Avant;Pas de rotation;Monté(s) en baie;F-RENOUTET-3;;;;;3;0.44;0.5;35;;0;798939-128476;798939-128396;
Equipements IT;;;F-RENOUTET-4;AF046754;NetApp;DS14 MK4  FC;PC;C20;36;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.409;;;50;0.204;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;C20:Slot 36;;;Avant;Pas de rotation;Monté(s) en baie;F-RENOUTET-4;;;;;3;0.44;0.5;35;;0;798939-128483;798939-128396;
Equipements IT;;;SWC3PC14;AF209979;Cisco Systems;Catalyst 4506;PC;J18;3;;;Serveurs;;SWC3PC14;FOX073401SP;0;AF209979;M-0000293525;0;Puissance nominale et facteur;1.049;;;50;0.525;Monophasé;On;1;1;1;1;Non défini;Supply A;Non défini;;;;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;J18:Slot 03;;;Avant;Pas de rotation;Monté(s) en baie;SWC3PC14;;;;;10;0.44;0.317;18.37;;0;798939-128558;798939-128548;
Equipements IT;;;SWC3PC11;AF209980;Cisco Systems;Catalyst 4506;PC;J18;15;;;Serveurs;;SWC3PC11;FOX1111113U;0;AF209980;M-0000293516;0;Puissance nominale et facteur;1.049;;;50;0.525;Monophasé;On;1;1;1;1;Non défini;Supply A;Non défini;;;;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;J18:Slot 15;;;Avant;Pas de rotation;Monté(s) en baie;SWC3PC11;;;;;10;0.44;0.317;18.37;;0;798939-128576;798939-128548;
Equipements IT;;;SWC3PC10;AF209981;Cisco Systems;Catalyst 4506;PC;J18;27;;;Serveurs;;SWC3PC10;FOX1111113W;0;AF209981;M-0000293503;0;Puissance nominale et facteur;1.049;;;50;0.525;Monophasé;On;1;1;1;1;Non défini;Supply A;Non défini;;;;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;J18:Slot 27;;;Avant;Pas de rotation;Monté(s) en baie;SWC3PC10;;;;;10;0.44;0.317;18.37;;0;798939-128594;798939-128548;
Equipements IT;;;TCT3PC01;AF209982;MRV;MAXserver 40;PC;J18;38;;;Serveurs;;TCT3PC01;080087-80BD7E;0;AF209982;M-0000293522;0;Puissance nominale et facteur;0.042;;;50;0.021;Monophasé;On;1;1;1;1;Non défini;Supply A;Non défini;;;;Non-connecté;;;;;Non défini;;;;;;;;Installé;2018-04-19T00:00:00.000Z;;;;J18:Slot 38;;;Avant;Pas de rotation;Monté(s) en baie;TCT3PC01;;;;;1;0.44;0.297;3.5;;0;798940-128611;798939-128548;
Equipements IT;;;AD30APC1FO;;Switch Standard;;PC;J18;40;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.05;;;50;0.025;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;J18:Slot 40;;;Avant;Pas de rotation;Monté(s) en baie;AD30APC1FO;;;;;1;0.445;0.585;5;;0;798940-128617;798939-128548;
Equipements IT;;;J18:Slot 42;;Switch Standard;A126APC1FO;PC;J18;42;;;Serveurs;;0;0;0;0;0;0;Puissance nominale et facteur;0.05;;;50;0.025;Monophasé;On;2;2;1;1;Non défini;Supply A;Non défini;;Supply A;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;J18:Slot 42;;;Avant;Pas de rotation;Monté(s) en baie;;;;;;1;0.445;0.585;5;;0;798940-128624;798939-128548;
Equipements IT;;;SWC3PC23;AF209983;Cisco Systems;Catalyst 6509-E;PC;I18;4;;;Serveurs;;SWC3PC23;SMC1319002N;0;AF209983;M-0000293507;0;Puissance nominale et facteur;7.033;;;50;3.517;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;I18:Slot 04;;;Avant;Pas de rotation;Monté(s) en baie;SWC3PC23;;;;;14;0.445;0.46;86.4;;0;798940-128692;798940-128681;
Equipements IT;;;SWC3PC22;AF209984;Cisco Systems;Catalyst 6509-E;PC;I18;20;;;Serveurs;;SWC3PC22;SMC1318007Q;0;AF209984;M-0000293514;0;Puissance nominale et facteur;7.033;;;50;3.517;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;I18:Slot 20;;;Avant;Pas de rotation;Monté(s) en baie;SWC3PC22;;;;;14;0.445;0.46;86.4;;0;798940-128713;798940-128681;
Equipements IT;;;SWC3PC27-FEX111;AF209986;Cisco;Nexus 2232PP 10GE Fabric Extender;PC;I18;40;;;Serveurs;;SWC3PC27-FEX111;SSI1814012Z;0;AF209986;M-0000692670;0;Puissance nominale et facteur;0.39;;;60.6;0.236;Monophasé;On;2;2;2;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;I18:Slot 40;;;Avant;Pas de rotation;Monté(s) en baie;SWC3PC27-FEX111;;;;;1;0.439;0.45;8.3;;0;798940-128738;798940-128681;
Equipements IT;;;SWC3PC26-FEX111;AF209985;Cisco;Nexus 2232PP 10GE Fabric Extender;PC;I18;41;;;Serveurs;;SWC3PC26-FEX111;SSI1813090K;0;AF209985;M-0000692669;0;Puissance nominale et facteur;0.39;;;60.6;0.236;Monophasé;On;2;2;2;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;I18:Slot 41;;;Avant;Pas de rotation;Monté(s) en baie;SWC3PC26-FEX111;;;;;1;0.439;0.45;8.3;;0;798940-128744;798940-128681;
Equipements IT;;;SWC3PC25_FEX111;;Cisco;Nexus 2248TP GE Fabric Extender (Power Side Airflow Intake);PC;H18;36;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.39;;;60.6;0.236;Monophasé;On;2;2;2;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-10-08T00:00:00.000Z;;;;H18:Slot 36;;;Arrière;Pas de rotation;Monté(s) en baie;SWC3PC25_FEX111;;;;;1;0.439;0.45;8;;0;131212-132367;798940-128803;
Equipements IT;;;SWC3PC24_FEX111;;Cisco;Nexus 2248TP GE Fabric Extender (Power Side Airflow Intake);PC;H18;37;;;Switchs (Commutateurs);;0;0;0;0;0;0;Puissance nominale et facteur;0.39;;;60.6;0.236;Monophasé;On;2;2;2;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-10-08T00:00:00.000Z;;;;H18:Slot 37;;;Arrière;Pas de rotation;Monté(s) en baie;SWC3PC24_FEX111;;;;;1;0.439;0.45;8;;0;131200-132364;798940-128803;
Equipements IT;;;SWC3PCCALA;AF045053;Cisco;Catalyst 3560X-48T-L Switch;PC;H18;41;;;Switchs (Commutateurs);;SWC3PCCALA;FDO1512Z10S;0;AF045053;M-0000697420;0;Puissance nominale et facteur;1.1;;;50;0.55;Monophasé;On;2;2;2;1;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;H18:Slot 41;;;Avant;Pas de rotation;Monté(s) en baie;SWC3PCCALA;;;;;1;0.445;0.46;7.3;;0;798940-128861;798940-128803;
Equipements IT;;;SWC3PC13;2656520;Cisco Systems;Catalyst 6509-E;PC;L20;3;;;Serveurs;;SWC3PC13;SMG0921N0YQ;0;2656520;M-0000293527;0;Puissance nominale et facteur;7.033;;;50;3.517;Monophasé;On;2;2;2;2;Non défini;Supply A;Non défini;;Supply B;Non défini;Non-connecté;;;;;Non défini;;;;;Non-connecté;Non défini;;Installé;2018-04-19T00:00:00.000Z;;;;L20:Slot 03;;;Avant;Pas de rotation;Monté(s) en baie;SWC3PC13;;;;;14;0.445;0.46;86.4;;0;798940-129129;798940-129124;
