Modele;Type;Fabricant;LONG_NAME;SHORT_NAME;SERIAL_NUMBER;ASSET_ID;ASSET_TAG;asset_number;Nom_de_la_salle;Reperage_ID_origin;Reperage_ID;End_Move_Target;STATUS_hpe;salle_Dest;Rack_U_Dest;olivier_index;PROJET_Responsable;A_FAIRE_VALIDER;Valide_O_N;AUTRE_PROPOSITION_ou_CONFIRMER;Termine_Oui_Non;Index_CC;from_source;status_CMDB;status_position_cmdb;status_asset_id;status_position;status_name;status_etat;status_global;status_etat_hpe;status_spec;status_cc;status_cc_2;status_cc_3;CMDB_Servers_Status;CMDB_Servers_Owner;Hauteur_U
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 219;0;0;P3;;M11:Slot 22;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 219;0;0;P3;;M11:Slot 22;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 219;0;0;P3;;M11:Slot 22;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 219;0;0;P3;;M11:Slot 22;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
AS4610-54T;Switchs (Commutateurs);Edge-Core;;0;0;pcp: 221;0;0;P3;;M11:Slot 24;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Patch (48 Ports);Patch Panel;;;0;0;pcp: 222;0;0;P3;;M11:Slot 26;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Patch (48 Ports);Patch Panel;;;0;0;pcp: 223;0;0;P3;;M11:Slot 28;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 224;0;0;P3;;M11:Slot 30;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 224;0;0;P3;;M11:Slot 30;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 224;0;0;P3;;M11:Slot 30;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 224;0;0;P3;;M11:Slot 30;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 226;0;0;P3;;M11:Slot 32;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 227;0;0;P3;;M11:Slot 33;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 228;0;0;P3;;M11:Slot 34;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 229;0;0;P3;;M11:Slot 35;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 230;0;0;P3;;M11:Slot 36;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 231;0;0;P3;;M11:Slot 37;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 232;0;0;P3;;M11:Slot 38;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 233;0;0;P3;;M11:Slot 39;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 234;0;0;P3;;M11:Slot 40;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 235;0;0;P3;;M11:Slot 41;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 236;0;0;P3;;M11:Slot 42;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 237;0;0;P3;;M11:Slot 43;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 238;0;0;P3;;M11:Slot 44;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 239;0;0;P3;;M11:Slot 45;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 240;0;0;P3;;M11:Slot 46;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 241;0;0;P3;;M11:Slot 47;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 242;0;0;P3;;M11:Slot 48;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 243;0;0;P3;;M11:Slot 49;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 244;0;0;P3;;M11:Slot 50;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 245;0;0;P3;;M11:Slot 51;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 246;0;0;P3;;L11:Slot 01;;;;;;;;;;;;6SIGMA;KO;OK;Non Trouvé - Mauvais Asset ID;Bonne localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - Bonne localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 247;0;0;P3;;L11:Slot 02;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 248;0;0;P3;;L11:Slot 03;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 249;0;0;P3;;L11:Slot 04;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 250;0;0;P3;;L11:Slot 05;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 251;0;0;P3;;L11:Slot 06;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 252;0;0;P3;;L11:Slot 07;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 253;0;0;P3;;L11:Slot 08;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 254;0;0;P3;;L11:Slot 09;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 255;0;0;P3;;L11:Slot 10;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 256;0;0;P3;;L11:Slot 11;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 257;0;0;P3;;L11:Slot 12;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 258;0;0;P3;;L11:Slot 13;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 259;0;0;P3;;L11:Slot 14;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 260;0;0;P3;;L11:Slot 15;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 261;0;0;P3;;L11:Slot 16;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 262;0;0;P3;;L11:Slot 17;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 263;0;0;P3;;L11:Slot 18;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 264;0;0;P3;;L11:Slot 19;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 265;0;0;P3;;L11:Slot 20;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 266;0;0;P3;;L11:Slot 22;;;;;;;;;;;;6SIGMA;KO;OK;Non Trouvé - Mauvais Asset ID;Bonne localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - Bonne localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 266;0;0;P3;;L11:Slot 22;;;;;;;;;;;;6SIGMA;KO;OK;Non Trouvé - Mauvais Asset ID;Bonne localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - Bonne localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 266;0;0;P3;;L11:Slot 22;;;;;;;;;;;;6SIGMA;KO;OK;Non Trouvé - Mauvais Asset ID;Bonne localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - Bonne localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 266;0;0;P3;;L11:Slot 22;;;;;;;;;;;;6SIGMA;KO;OK;Non Trouvé - Mauvais Asset ID;Bonne localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - Bonne localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
AS4610-54T;Switchs (Commutateurs);Edge-Core;;0;0;pcp: 268;0;0;P3;;L11:Slot 24;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Patch (48 Ports);Patch Panel;;;0;0;pcp: 269;0;0;P3;;L11:Slot 26;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Patch (48 Ports);Patch Panel;;;0;0;pcp: 270;0;0;P3;;L11:Slot 28;;;;;;;;;;;;6SIGMA;KO;OK;Non Trouvé - Mauvais Asset ID;Bonne localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - Bonne localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 271;0;0;P3;;L11:Slot 30;;;;;;;;;;;;6SIGMA;KO;OK;Non Trouvé - Mauvais Asset ID;Bonne localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - Bonne localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 271;0;0;P3;;L11:Slot 30;;;;;;;;;;;;6SIGMA;KO;OK;Non Trouvé - Mauvais Asset ID;Bonne localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - Bonne localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 271;0;0;P3;;L11:Slot 30;;;;;;;;;;;;6SIGMA;KO;OK;Non Trouvé - Mauvais Asset ID;Bonne localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - Bonne localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
Spectrum SN2100;Switchs (Commutateurs);Mellanox Technologies;;0;0;pcp: 271;0;0;P3;;L11:Slot 30;;;;;;;;;;;;6SIGMA;KO;OK;Non Trouvé - Mauvais Asset ID;Bonne localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - Bonne localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 273;0;0;P3;;L11:Slot 32;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 274;0;0;P3;;L11:Slot 33;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 275;0;0;P3;;L11:Slot 34;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
ProLiant DL325 Gen10 Plus;Serveurs;HPE;;0;0;pcp: 276;0;0;P3;;L11:Slot 35;;;;;;;;;;;;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;PCP : KO;PCP : KO;CHIPRE PCP : KO;;;;;1.0
