Modele;Type;Fabricant;LONG_NAME;SHORT_NAME;SERIAL_NUMBER;ASSET_ID;ASSET_TAG;asset_number;Nom_de_la_salle;Reperage_ID_origin;Reperage_ID;End_Move_Target;STATUS_hpe;salle_Dest;Rack_U_Dest;olivier_index;PROJET_Responsable;A_FAIRE_VALIDER;Valide_O_N;AUTRE_PROPOSITION_ou_CONFIRMER;Termine_Oui_Non;Index_CC;from_source;status_CMDB;status_position_cmdb;status_asset_id;status_position;status_name;status_etat;status_global;status_etat_hpe;status_spec;status_cc;status_cc_2;status_cc_3;CMDB_Servers_Status;CMDB_Servers_Owner;Hauteur_U
MX-1640;Serveurs;MRV;TCT2P301;TCT2P301;080087-80CB22;M-0000231178;2658607;2658607;P3;AA11:Slot 30;AA11:Slot 30;;6sigma Hpe;;;P3AA11:Slot 30;0-EXISTANT P3/P4;Cecile Pialot;Oui;;;P3AA11:Slot 30;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
Sun Microsystems Enterprise 10K Internals;Serveurs;;;0;0;M-1000035516;0;0;P3;ADSUS009:Slot 01;AA37:Slot 01;;6sigma Hpe;;;P3AA37:Slot 01;0-EXISTANT P3/P4;;;;;P3AA37:Slot 01;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;37.0
Catalyst 6509;Switchs (Commutateurs);Cisco Systems;SWC2P313;SWC2P313;SCA032901V1;M-0000231364;2658606;2658606;P3;AB11:Slot 04;AB11:Slot 04;;6sigma Hpe;;;P3AB11:Slot 04;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AB11:Slot 04;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;14.398
Catalyst 6509;Switchs (Commutateurs);Cisco Systems;SWC2P312;SWC2P312;SCA032901W9;M-0000231283;2658605;2658605;P3;AB11:Slot 19;AB11:Slot 19;;6sigma Hpe;;;P3AB11:Slot 19;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AB11:Slot 19;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;14.398
Catalyst 4506;Switchs (Commutateurs);Cisco Systems;SWC2P311;SWC2P311;FOX082505KQ;M-0000231470;2658603;2658603;P3;AC11:Slot 04;AC11:Slot 04;;6sigma Hpe;;;P3AC11:Slot 04;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AC11:Slot 04;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;10.0
4000T SERIES;Serveurs;MRV;PEQUOD9;PEQUOD9;00A09C-01031B;M-0000231214;AF209826;AF209826;P3;AC11:Slot 42;AC11:Slot 42;;6sigma Hpe;;;P3AC11:Slot 42;0-EXISTANT P3/P4;Cecile Pialot;Non;Balai Stock;;P3AC11:Slot 42;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
Catalyst 6509;Switchs (Commutateurs);Cisco Systems;RCT2TIP1;0;0;M-0000231489;0;0;P3;AD11:Slot 03;AD11:Slot 03;;6sigma Hpe;;;P3AD11:Slot 03;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AD11:Slot 03;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_long;Retired;Trouvé - bon asset id - Bonne localisation - OK nom_long - Retired;Retired;NULL;CHIPRE Retired;;;;;14.398
Catalyst 6509;Switchs (Commutateurs);Cisco Systems;CARL8;CARL8;SMC1542002M;M-0000231219;2658598;2658598;P3;AD11:Slot 18;AD11:Slot 18;;6sigma Hpe;;;P3AD11:Slot 18;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AD11:Slot 18;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;14.398
Catalyst 6509;Switchs (Commutateurs);Cisco Systems;SWC2P320;0;0;M-0000231409;0;0;P3;AE11:Slot 04;AE11:Slot 04;;6sigma Hpe;;;P3AE11:Slot 04;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AE11:Slot 04;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;nom_court type OLD;Warehouse;Trouvé - bon asset id - Bonne localisation - nom_court type OLD - Warehouse;Warehouse;NULL;CHIPRE Warehouse;;;;;14.398
4000T SERIES;Serveurs;MRV;PEQUOD10;PEQUOD10;00A09C-00F6D9;M-0000231180;AF209261;AF209261;P3;AE11:Slot 42;AE11:Slot 42;;6sigma Hpe;;;P3AE11:Slot 42;0-EXISTANT P3/P4;Cecile Pialot;Non;Balai Stock;;P3AE11:Slot 42;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
2620;Routeurs;Cisco Systems;RCT2P301;0;0;M-0000231200;0;0;P3;AF05:Slot 38;AF05:Slot 38;;6sigma Hpe;;;P3AF05:Slot 38;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AF05:Slot 38;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;OK nom_long;Retired;Trouvé - bon asset id - KO localisation - OK nom_long - Retired;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;1.0
Catalyst 6509-E;Switchs (Commutateurs);Cisco Systems;CARL5bis;CARL5BIS;SMC1341006Y;M-0000294694;AF209266;AF209266;P3;AF11:Slot 20;AF11:Slot 20;;6sigma Hpe;;;P3AF11:Slot 20;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AF11:Slot 20;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;OK nom_court;Installed;Trouvé - bon asset id - KO localisation - OK nom_court - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;14.0
ULTRA SC1;Serveurs;SUN MICROSYSTEMS;ADSUS008-C1T2;0;0;M-1000035515;0;0;P3;AF33:Slot 16;AF33:Slot 16;;6sigma Hpe;;;P3AF33:Slot 16;0-EXISTANT P3/P4;Eric Tormos;Oui;;;P3AF33:Slot 16;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
ULTRA SC1;Serveurs;SUN MICROSYSTEMS;ADSUS008-C2TO;0;0;M-1000035515;0;0;P3;AF33:Slot 18;AF33:Slot 18;;6sigma Hpe;;;P3AF33:Slot 18;0-EXISTANT P3/P4;Eric Tormos;Oui;;;P3AF33:Slot 18;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
ULTRA SC1;Serveurs;SUN MICROSYSTEMS;ADSUS008-01;0;0;M-1000035515;0;0;P3;AF33:Slot 20;AF33:Slot 20;;6sigma Hpe;;;P3AF33:Slot 20;0-EXISTANT P3/P4;Eric Tormos;Oui;;;P3AF33:Slot 20;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;2.0
Catalyst 6509-E;Switchs (Commutateurs);Cisco Systems;SWC2P323;SWC2P323;SMC1336009X;M-0000305608;AF209271;AF209271;P3;AG11:Slot 03;AG11:Slot 03;;6sigma Hpe;;;P3AG11:Slot 03;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AG11:Slot 03;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;14.0
Catalyst 6509-E;Switchs (Commutateurs);Cisco Systems;SWC2P322;SWC2P322;SMC1336009T;M-0000305607;AF209270;AF209270;P3;AG11:Slot 19;AG11:Slot 19;;6sigma Hpe;;;P3AG11:Slot 19;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AG11:Slot 19;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;14.0
Nexus 2248TP GE Fabric Extender Port Intakes;Switchs (Commutateurs);Cisco;SWC2P331_Fex111;0;0;M-0000698510;0;0;P3;AG11:Slot 37;AG11:Slot 37;;6sigma Hpe;;;P3AG11:Slot 37;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AG11:Slot 37;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
Nexus 2248TP GE Fabric Extender Port Intakes;Switchs (Commutateurs);Cisco;SWC2P330_Fex111;0;0;M-0000698509;0;0;P3;AG11:Slot 38;AG11:Slot 38;;6sigma Hpe;;;P3AG11:Slot 38;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AG11:Slot 38;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
Nexus 2248TP GE Fabric Extender Port Intakes;Switchs (Commutateurs);Cisco;SWC2P327_Fex111;0;0;M-0000692661;0;0;P3;AG11:Slot 41;AG11:Slot 41;;6sigma Hpe;;;P3AG11:Slot 41;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AG11:Slot 41;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
Nexus 2248TP GE Fabric Extender Port Intakes;Switchs (Commutateurs);Cisco;SWC2P326_Fex111;0;0;M-0000692663;0;0;P3;AG11:Slot 42;AG11:Slot 42;;6sigma Hpe;;;P3AG11:Slot 42;0-EXISTANT P3/P4;Cecile Pialot;;;;P3AG11:Slot 42;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;Mauvais nom;Installed;Trouvé - bon asset id - Bonne localisation - Mauvais nom - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
Catalyst 6509-E;Switchs (Commutateurs);Cisco Systems;RCT2SD30;0;0;M-0000231229;0;0;P3;F01:Slot 04;F01:Slot 04;;6sigma Hpe;;;P3F01:Slot 04;0-EXISTANT P3/P4;Cecile Pialot;;;;P3F01:Slot 04;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;14.0
Catalyst 4503 3-Slot Modular Chassis WS-C4503;Switchs (Commutateurs);Cisco;RCT2SD15;0;0;M-0000231252;0;0;P3;F01:Slot 24;F01:Slot 24;;6sigma Hpe;;;P3F01:Slot 24;0-EXISTANT P3/P4;Cecile Pialot;;;;P3F01:Slot 24;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;7.0
Catalyst 6509;Switchs (Commutateurs);Cisco Systems;RCT2SD13;0;0;M-0000231405;0;0;P3;F02:Slot 04;F02:Slot 04;;6sigma Hpe;;;P3F02:Slot 04;0-EXISTANT P3/P4;Cecile Pialot;;;;P3F02:Slot 04;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;14.398
Catalyst 4506;Switchs (Commutateurs);Cisco Systems;RCT2SD11;0;0;M-0000231294;0;0;P3;F02:Slot 19;F02:Slot 19;;6sigma Hpe;;;P3F02:Slot 19;0-EXISTANT P3/P4;Cecile Pialot;;;;P3F02:Slot 19;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;10.0
Mx Series In-Reach;Serveurs;MRV;TCT2SD01;0;0;M-0000231296;0;0;P3;F02:Slot 29;F02:Slot 29;;6sigma Hpe;;;P3F02:Slot 29;0-EXISTANT P3/P4;Cecile Pialot;Oui;;;P3F02:Slot 29;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;1.0
AppDirector ;Serveurs;Radware;WSC2SD01;0;0;M-0000339809;0;0;P3;F03:Slot 26;F03:Slot 26;;6sigma Hpe;;;P3F03:Slot 26;0-EXISTANT P3/P4;;;;;P3F03:Slot 26;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;2.0
2851 Integrated Services Router;Routeurs;Cisco Systems;RCT2DGK1;0;0;M-0000231170;0;0;P3;F03:Slot 30;F03:Slot 30;;6sigma Hpe;;;P3F03:Slot 30;0-EXISTANT P3/P4;Cecile Pialot;;;;P3F03:Slot 30;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;2.0
2851 Integrated Services Router;Routeurs;Cisco Systems;RCT2SAA1;0;0;M-0000231262;0;0;P3;F03:Slot 33;F03:Slot 33;;6sigma Hpe;;;P3F03:Slot 33;0-EXISTANT P3/P4;Cecile Pialot;;;;P3F03:Slot 33;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;2.0
Nexus 7010 (including Cable management);Switchs (Commutateurs);Cisco;RCT2SD23;0;0;M-0000353789;0;0;P3;F04:Slot 01;F04:Slot 01;;6sigma Hpe;;;P3F04:Slot 01;0-EXISTANT P3/P4;Cecile Pialot;;;;P3F04:Slot 01;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;21.0
PowerEdge R610;Serveurs;Dell;PUG4;PUG4;BQVL35J;M-0000356486;AF045195;AF045195;P3;G08:Slot 14;G08:Slot 14;Sc5 Clean;6sigma Hpe;;;P3G08:Slot 14;1-Projet ACN + RNT;Eric Tormos;Non;03/23 CLEAN;;P3G08:Slot 14;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
SPARC Enterprise T5220;Serveurs;Sun;PALME7;PALME7;BEL0907X93;M-0000289959;AF047872;AF047872;P3;G08:Slot 31;G08:Slot 31;Sc5 Clean;6sigma Hpe;;;P3G08:Slot 31;1-Projet ACN + RNT;Eric Tormos;Non;03/23 CLEAN;;P3G08:Slot 31;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
SPARC Enterprise T5220;Serveurs;Sun;ROKE6;ROKE6;BCL092700F;M-0000289966;AF047873;AF047873;P3;G08:Slot 33;G08:Slot 33;Sc5 Clean;6sigma Hpe;;;P3G08:Slot 33;1-Projet ACN + RNT;Eric Tormos;Non;03/23 CLEAN;;P3G08:Slot 33;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
SPARC Enterprise T5220;Serveurs;Sun;PALME8;PALME8;BCL092700D;M-0000289961;AF047874;AF047874;P3;G08:Slot 35;G08:Slot 35;Sc5 Clean;6sigma Hpe;;;P3G08:Slot 35;1-Projet ACN + RNT;Eric Tormos;Non;03/23 CLEAN;;P3G08:Slot 35;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
SA 4000;Serveurs;Juniper Networks;VPNSSL2;VPNSSL2;1,53E+14;M-0000238551;2886634;2886634;P3;G08:Slot 38;G08:Slot 38;;6sigma Hpe;;;P3G08:Slot 38;0-EXISTANT P3/P4;Cecile Pialot;;;;P3G08:Slot 38;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;1.0
7000;Routeurs;Cisco;RCT2SD36;0;0;M-0000599630;0;0;P3;H01:Slot 03;H01:Slot 03;;6sigma Hpe;;;P3H01:Slot 03;0-EXISTANT P3/P4;Cecile Pialot;;;;P3H01:Slot 03;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;11.0
ASA 5545-X;Serveurs;Cisco;RISKN6;0;0;M-0000844096;0;0;P3;H03:Slot 27;H03:Slot 27;;6sigma Hpe;;;P3H03:Slot 27;0-EXISTANT P3/P4;?;;;;P3H03:Slot 27;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;1.0
ASA 5545-X;Serveurs;Cisco;RISKN4;0;0;M-0000844095;0;0;P3;H03:Slot 29;H03:Slot 29;;6sigma Hpe;;;P3H03:Slot 29;0-EXISTANT P3/P4;?;;;;P3H03:Slot 29;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;1.0
ASA 5545-X;Serveurs;Cisco;RISKN2;0;0;M-0000770078;0;0;P3;H03:Slot 31;H03:Slot 31;;6sigma Hpe;;;P3H03:Slot 31;0-EXISTANT P3/P4;?;;;;P3H03:Slot 31;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;1.0
Nexus 9336PQ;Switchs (Commutateurs);Cisco;SSC2SD02;0;0;M-0000820357;0;0;P3;H04:Slot 17;H04:Slot 17;;6sigma Hpe;;;P3H04:Slot 17;0-EXISTANT P3/P4;Cecile Pialot;;;;P3H04:Slot 17;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;2.0
Nexus C93180YC-EX ;Switchs (Commutateurs);Cisco;SLC2SD02;0;0;M-0000820351;0;0;P3;H04:Slot 20;H04:Slot 20;;6sigma Hpe;;;P3H04:Slot 20;0-EXISTANT P3/P4;Cecile Pialot;;;;P3H04:Slot 20;6SIGMA;KO;KO;Non Trouvé - Mauvais Asset ID;KO localisation;Mauvais nom;KO Etat_CMDB;Non Trouvé - Mauvais Asset ID - KO localisation - Mauvais nom - KO Etat_CMDB;pas asset id & pas de localisation;NULL;CHIPRE pas asset id & pas de localisation;;;;;1.0
Integrity RX7640;Serveurs;HP;HPRX22;HPRX22;DEH4802F17;M-0000241255;2886682;2886682;P3;I08:Slot 04;I08:Slot 04;Sc1 P2P ACN Move;6sigma Hpe;P3;L19:Slot 01;P3I08:Slot 04;1-Projet ACN + RNT;Eric Tormos;Non;No Move;;P3I08:Slot 04;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;10.0
SunFire T2000;Serveurs;Sun;SU554;SU554AOS;0733NNN0TN;M-0000222406;2886194;2886194;P3;AB33:Slot 07;AB33:Slot 07;Sc1 P2P ACN Move;6sigma Hpe;P3;L19:Slot 13;P3AB33:Slot 07;1-Projet ACN + RNT;Eric Tormos;Non;TBD;;P3AB33:Slot 07;6SIGMA;OK;OK;Trouvé - bon asset id;Bonne localisation;OK nom_court;Installed;Trouvé - bon asset id - Bonne localisation - OK nom_court - Installed;Installed;NULL;CHIPRE Installed;;;;;2.0
Power System E980 (9080-M9S) (One System Node + Control Unit);Serveurs;IBM;E980;0;0;M-0000911654;0;0;P3;H16:Slot 05;H16:Slot 05;Move HANA10;Move réalisé;;;P3H16:Slot 05;1-Projet ACN + RNT;;;;;P3H16:Slot 05;6SIGMA;OK;KO;Trouvé - bon asset id;KO localisation;Mauvais nom;Installed;Trouvé - bon asset id - KO localisation - Mauvais nom - Installed;asset id & pas de localisation;NULL;CHIPRE asset id & pas de localisation;;;;;7.0
